WindSpeed,AmbientTemperature,RotorRPM,BladeLength,BladeTemperature,Efficiency(Cp),TurbineStatus
6.428017709679193,-10.936526493145987,10.064365272085574,75.6748857924294,-16.012200453423674,0.29810631703602974,1
0.2930163420191516,22.21947156280142,2.4247050363472966,76.57195226241996,-5.803702799253285,0.3862235707929966,0
0.3661147045343365,9.496952507009942,0.20071197777726368,50.96220882748824,6.058695038668324,0.39180925234448655,0
6.204870533080616,34.741800737001455,11.245462117637713,45.89212177115881,-3.48270719288839,0.35289226554797887,1
11.550557703457244,-6.53356568980036,25.28745324443472,75.33859051944243,20.418725048494462,0.3043997210688712,1
11.72523389947832,1.5540021639859414,29.699793122817503,57.821665549675636,9.309737959594322,0.31538820486733504,1
7.162812445198331,-9.072925058678043,24.616419299614595,42.62779435817463,13.803721042758408,0.38592663647902875,1
10.794575005503676,27.68857292499576,17.366190610136968,69.63616224608286,-19.498179087388575,0.2886870685912965,1
2.1846490458355787,-12.870925023915685,7.885972112245307,65.1002185287348,-2.229490142199133,0.33944050810096715,0
7.669115595690295,34.890754064086,13.622986990693606,75.69209992558609,26.83790304553343,0.4341479300685271,1
0.48366386176201326,37.00371802304829,5.956387406078443,79.50672031986588,6.844499681815829,0.38017547380943884,0
9.941433120173512,-6.24491628604151,26.15691883882517,51.17104353817642,9.852391128766131,0.28903330344373007,1
7.793555398095209,-8.027452944251293,12.281915697758667,79.65311606256883,-6.2674722509900604,0.3957556108901295,1
2.739721657669414,17.32520201367241,4.087341710980964,50.39214324256639,-7.8757903504690105,0.44106693730078567,0
1.9364168877215033,7.032648118605611,5.805883502780435,59.22346309306592,-13.94439643631155,0.32355187017545795,0
2.339626637572872,39.17264466877617,9.224993811772958,54.005010366669204,1.2033165065633744,0.3599059071790034,0
11.010048076358096,0.054633449017649216,16.92199453075571,72.89689494673114,24.192113700087553,0.32990375691738694,1
2.632018060142943,17.653484805043806,3.4569599350391944,75.16473230248658,-12.255997018966173,0.4144961127268722,0
0.8140470953216877,18.59729310654119,9.865152487929796,64.12608437865553,3.926773019115645,0.2973741117948964,0
5.252186083481358,-17.96324128485207,14.783602084318513,55.51947039787478,-7.135611020410126,0.3454700796244803,1
9.950865525620754,16.99901887124428,18.680387323477504,58.307984206371756,-5.5099623204299935,0.2903056756012626,1
8.806555113685048,-18.47681866037931,14.334796001815512,78.02124210344815,3.061302311448093,0.37166390000155436,1
3.1639964308639477,-5.983534937005404,25.700330876741138,78.56115388662054,-4.385804120886238,0.2863557734434724,1
5.460663647376356,-3.5470878590797983,19.619457797722475,67.4807706601297,11.080483984277489,0.28126339414177215,1
7.938604104299275,15.417696550888465,27.601581751229165,60.29647754871235,12.931519904641355,0.2520568991871384,1
9.502069037353548,-3.661560408837863,14.69284163710907,55.35355532179918,-3.420853492048783,0.3441920504869467,1
8.727693701374024,-10.84765742514432,19.58363755259462,44.428823733052624,25.932805030951652,0.36417548336789524,1
1.3967940543973805,-15.448200313480164,6.527461078518747,67.51542889203253,-8.114819251722338,0.3773339364334415,0
0.4848861422838413,-1.4283430228203353,5.762883601668132,75.35143539853703,-18.89985719199371,0.3123632266170519,0
2.899964457131009,20.294391735567977,9.968742518459473,66.33807338633702,5.143458689443307,0.30196264174900683,0
8.715842857808795,-6.0224315147819745,10.383845536461134,50.37339589268378,33.72076534919016,0.44423018147365717,1
11.746038744488645,17.935857275171823,20.503267673341202,49.580406796381524,-17.454662107586497,0.2915081872411407,1
4.884143910030392,-10.4273191932087,21.20336366923684,71.32793653194504,17.424585091840544,0.35509406147117867,1
11.875896700316426,-12.194825592162083,25.675835689707945,45.35313451998773,28.228872711606805,0.28227347167767664,1
3.90700201239684,-2.2215127726405948,19.188935368119733,49.10998944412838,19.310422871460283,0.3290518630862316,1
10.983777818386056,-19.21988458935584,11.713164991928611,44.321030165227654,-2.5972680822537875,0.43664101755186124,1
5.519811842942557,-12.14758035689901,23.135602094485883,47.87702817813714,-16.88063888133755,0.36569850164586604,1
